0,1,2,3,4,raio,time,7,8,raio,time,11,12,,time,15,16,,time
ret_cvxp_20_4,cvxps_size,4.865169,cutoff-w-sep-10,0.529353066,0.108804662,0.2233748,cutoff-w-sep-16,0.607897194,0.124948834,0.3539151,cutoff-w-sep-22,0.856490138,0.1760453,0.5018684,cutoff-w-sep-28,0.738752023,0.15184509,0.6491089
ret_cvxp_20_5,cvxps_size,4.602721,cutoff-w-sep-10,0.289423463,0.062880949,0.1404721,cutoff-w-sep-16,0.369743381,0.080331478,0.2330749,cutoff-w-sep-22,0.367629699,0.079872254,0.2961585,cutoff-w-sep-28,0.50954835,0.110705896,0.3824227
ret_cvxp_22_1,cvxps_size,6.359894,cutoff-w-sep-10,0.866668613,0.136270921,0.3298141,cutoff-w-sep-16,0.938273314,0.147529709,0.5227118,cutoff-w-sep-22,0.981627723,0.154346554,0.7221351,cutoff-w-sep-28,1.024143014,0.16103146,0.9102035
ret_cvxp_22_11,cvxps_size,8.412232,cutoff-w-sep-10,0.911765796,0.108385717,0.2611115,cutoff-w-sep-16,1.204474749,0.143181352,0.4346448,cutoff-w-sep-22,1.337189557,0.15895776,0.5692197,cutoff-w-sep-28,1.53467187,0.182433374,0.7546453
ret_cvxp_22_12,cvxps_size,10.035751,cutoff-w-sep-10,0.890322669,0.088715102,0.2689518,cutoff-w-sep-16,1.337721799,0.133295635,0.4310471,cutoff-w-sep-22,1.425155641,0.142007872,0.5867163,cutoff-w-sep-28,1.63055324,0.162474462,0.7376253
ret_cvxp_22_13,cvxps_size,8.66633,cutoff-w-sep-10,1.119483017,0.129176135,0.326986,cutoff-w-sep-16,1.219152685,0.140676928,0.5235888,cutoff-w-sep-22,1.33155327,0.15364673,0.7087787,cutoff-w-sep-28,1.371756161,0.158285706,0.9057424
ret_cvxp_22_14,cvxps_size,9.524121,cutoff-w-sep-10,1.099515635,0.115445366,0.2853168,cutoff-w-sep-16,1.143539972,0.12006777,0.408557,cutoff-w-sep-22,1.477469256,0.155129198,0.5802374,cutoff-w-sep-28,1.523210855,0.159931909,0.7096566
ret_cvxp_22_15,cvxps_size,10.1788425,cutoff-w-sep-10,0.947823591,0.093117031,0.2510482,cutoff-w-sep-16,1.172716279,0.115211163,0.4205447,cutoff-w-sep-22,1.281457495,0.125894226,0.5565782,cutoff-w-sep-28,1.383822443,0.135950865,0.7198574
ret_cvxp_22_2,cvxps_size,5.5296005,cutoff-w-sep-10,1.077504244,0.194861138,0.2693971,cutoff-w-sep-16,0.867407805,0.15686627,0.4594655,cutoff-w-sep-22,1.223693534,0.221298724,0.6122761,cutoff-w-sep-28,1.171676088,0.211891634,0.8239869
ret_cvxp_22_21,cvxps_size,14.788911,cutoff-w-sep-10,1.267162698,0.0856833,0.2830382,cutoff-w-sep-16,1.954621242,0.132168031,0.4548779,cutoff-w-sep-22,2.373344677,0.160481369,0.6381834,cutoff-w-sep-28,2.741011334,0.185342337,0.8133302
ret_cvxp_22_22,cvxps_size,15.3983905,cutoff-w-sep-10,1.882537437,0.122255468,0.2728563,cutoff-w-sep-16,1.797540749,0.116735626,0.4478249,cutoff-w-sep-22,2.771481605,0.179985149,0.5944619,cutoff-w-sep-28,3.150609415,0.204606411,0.7719111
ret_cvxp_22_23,cvxps_size,14.255338,cutoff-w-sep-10,1.83450953,0.128689304,0.2420486,cutoff-w-sep-16,1.912197945,0.134139081,0.4251308,cutoff-w-sep-22,2.244523036,0.157451408,0.5849476,cutoff-w-sep-28,2.654536541,0.186213511,0.752212
ret_cvxp_22_24,cvxps_size,16.04301,cutoff-w-sep-10,1.826969385,0.113879464,0.2999393,cutoff-w-sep-16,2.825315162,0.176108795,0.4899096,cutoff-w-sep-22,2.683880021,0.167292797,0.6482845,cutoff-w-sep-28,2.991988431,0.186497947,0.7968239
ret_cvxp_22_25,cvxps_size,14.9116245,cutoff-w-sep-10,2.110527428,0.141535714,0.265289,cutoff-w-sep-16,2.720349045,0.182431434,0.3904774,cutoff-w-sep-22,2.716718172,0.182187942,0.5832144,cutoff-w-sep-28,2.860962853,0.191861246,0.7301117
ret_cvxp_22_3,cvxps_size,5.8153025,cutoff-w-sep-10,0.644403065,0.110811616,0.2046025,cutoff-w-sep-16,0.70325,0.12093094,0.3436776,cutoff-w-sep-22,0.726701377,0.124963642,0.4816472,cutoff-w-sep-28,0.833616352,0.143348751,0.6035667
ret_cvxp_22_4,cvxps_size,5.234844,cutoff-w-sep-10,0.393793896,0.075225526,0.2860128,cutoff-w-sep-16,0.735599826,0.140519914,0.4483647,cutoff-w-sep-22,0.824337905,0.157471341,0.6403907,cutoff-w-sep-28,0.807755537,0.15430365,0.7805611
ret_cvxp_22_5,cvxps_size,5.8150725,cutoff-w-sep-10,0.559719424,0.096253215,0.2174195,cutoff-w-sep-16,0.567693368,0.09762447,0.3365375,cutoff-w-sep-22,0.7427343,0.127725716,0.475101,cutoff-w-sep-28,0.687816976,0.118281754,0.5794466
ret_cvxp_24_1,cvxps_size,5.76614,cutoff-w-sep-10,0.369084152,0.064008878,0.2622878,cutoff-w-sep-16,0.407830153,0.070728451,0.4300416,cutoff-w-sep-22,0.449140228,0.077892703,0.5649328,cutoff-w-sep-28,0.584323886,0.101337097,0.7658709
ret_cvxp_24_11,cvxps_size,10.653217,cutoff-w-sep-10,0.903423991,0.084802928,0.2576193,cutoff-w-sep-16,1.129149461,0.105991407,0.4096297,cutoff-w-sep-22,1.168829806,0.109716136,0.5576442,cutoff-w-sep-28,1.354178785,0.127114541,0.7023697
ret_cvxp_24_12,cvxps_size,11.1970415,cutoff-w-sep-10,0.948509073,0.084710687,0.3202589,cutoff-w-sep-16,1.307597463,0.116780621,0.5301823,cutoff-w-sep-22,1.624522152,0.145084945,0.7014099,cutoff-w-sep-28,1.457086954,0.130131424,0.8819797
ret_cvxp_24_13,cvxps_size,10.309171,cutoff-w-sep-10,1.534676992,0.148865218,0.3422615,cutoff-w-sep-16,1.282321459,0.124386477,0.5330677,cutoff-w-sep-22,1.821734881,0.176710123,0.7619674,cutoff-w-sep-28,1.909462437,0.185219785,0.9565834
ret_cvxp_24_14,cvxps_size,10.3582875,cutoff-w-sep-10,1.056051391,0.101952315,0.3201216,cutoff-w-sep-16,1.414723015,0.136578852,0.5004348,cutoff-w-sep-22,1.492396056,0.144077489,0.699628,cutoff-w-sep-28,1.673744992,0.161585107,0.8925992
ret_cvxp_24_15,cvxps_size,10.7897005,cutoff-w-sep-10,1.449561675,0.134346794,0.3179606,cutoff-w-sep-16,1.708752935,0.158368894,0.506168,cutoff-w-sep-22,1.859365999,0.17232786,0.7104605,cutoff-w-sep-28,2.014823758,0.186735837,0.8897731
ret_cvxp_24_2,cvxps_size,6.276954,cutoff-w-sep-10,0.747153575,0.119031233,0.3184734,cutoff-w-sep-16,0.737173173,0.117441226,0.4936934,cutoff-w-sep-22,0.856938002,0.136521313,0.6966061,cutoff-w-sep-28,0.748530182,0.119250545,0.8595354
ret_cvxp_24_21,cvxps_size,17.3575975,cutoff-w-sep-10,1.534233658,0.088389747,0.2493333,cutoff-w-sep-16,2.134940699,0.122997477,0.4092314,cutoff-w-sep-22,2.598134441,0.149682837,0.5909949,cutoff-w-sep-28,2.580286609,0.148654594,0.7070672
ret_cvxp_24_22,cvxps_size,17.7675605,cutoff-w-sep-10,1.89301595,0.10654338,0.2524395,cutoff-w-sep-16,2.504992566,0.14098686,0.4105747,cutoff-w-sep-22,3.190025802,0.179542138,0.5503779,cutoff-w-sep-28,2.657901771,0.149592949,0.6917126
ret_cvxp_24_23,cvxps_size,16.9722345,cutoff-w-sep-10,1.373164058,0.080906498,0.2467552,cutoff-w-sep-16,1.399937134,0.082483961,0.4032904,cutoff-w-sep-22,1.607858317,0.094734628,0.5468123,cutoff-w-sep-28,1.667299459,0.098236886,0.7182433
ret_cvxp_24_24,cvxps_size,15.134123,cutoff-w-sep-10,1.338730491,0.088457751,0.2620688,cutoff-w-sep-16,1.871592028,0.123667029,0.4122181,cutoff-w-sep-22,1.939805646,0.128174302,0.5810054,cutoff-w-sep-28,2.407818362,0.159098638,0.7258868
ret_cvxp_24_25,cvxps_size,16.857165,cutoff-w-sep-10,1.546422577,0.091736812,0.3604412,cutoff-w-sep-16,2.335073804,0.138521145,0.5872032,cutoff-w-sep-22,2.407242504,0.142802334,0.8117748,cutoff-w-sep-28,2.608135183,0.154719681,1.0018266
ret_cvxp_24_3,cvxps_size,5.744651,cutoff-w-sep-10,0.560745838,0.09761182,0.3137778,cutoff-w-sep-16,1.011791324,0.176127553,0.5130315,cutoff-w-sep-22,0.837395894,0.145769672,0.7317242,cutoff-w-sep-28,0.960994932,0.167285172,0.9385452
ret_cvxp_24_4,cvxps_size,5.6625,cutoff-w-sep-10,0.428992819,0.075760321,0.3521297,cutoff-w-sep-16,0.563634722,0.099538141,0.5471012,cutoff-w-sep-22,0.626377549,0.110618552,0.7431279,cutoff-w-sep-28,0.649493327,0.114700808,0.9536917
ret_cvxp_24_5,cvxps_size,5.8142695,cutoff-w-sep-10,0.713958809,0.122794241,0.2422344,cutoff-w-sep-16,0.643812659,0.110729759,0.365896,cutoff-w-sep-22,0.903299664,0.155359098,0.4984359,cutoff-w-sep-28,0.814071611,0.140012707,0.6498285
ret_cvxp_26_1,cvxps_size,6.227889,cutoff-w-sep-10,0.589418184,0.094641729,0.3474724,cutoff-w-sep-16,0.620750892,0.099672761,0.558913,cutoff-w-sep-22,0.653597257,0.104946838,0.7311708,cutoff-w-sep-28,0.647391261,0.103950353,0.9149987
ret_cvxp_26_11,cvxps_size,11.0945675,cutoff-w-sep-10,0.985628798,0.088838866,0.2709984,cutoff-w-sep-16,1.30366344,0.117504665,0.4371242,cutoff-w-sep-22,1.47609716,0.133046841,0.6210852,cutoff-w-sep-28,1.429762929,0.128870542,0.7893706
ret_cvxp_26_12,cvxps_size,11.500147,cutoff-w-sep-10,0.912065151,0.079308999,0.2404215,cutoff-w-sep-16,1.218479102,0.10595335,0.3845598,cutoff-w-sep-22,1.328937899,0.11555834,0.5647839,cutoff-w-sep-28,1.492129851,0.129748763,0.7138758
ret_cvxp_26_13,cvxps_size,12.160335,cutoff-w-sep-10,1.430517382,0.117637991,0.3052853,cutoff-w-sep-16,1.701692175,0.139937936,0.4447747,cutoff-w-sep-22,1.654151428,0.136028442,0.6715688,cutoff-w-sep-28,1.899852674,0.15623358,0.7831562
ret_cvxp_26_14,cvxps_size,10.4088745,cutoff-w-sep-10,0.864374011,0.083042024,0.2576036,cutoff-w-sep-16,1.189439032,0.114271628,0.4577547,cutoff-w-sep-22,1.24047107,0.119174371,0.6273986,cutoff-w-sep-28,1.267647895,0.121785299,0.8036076
ret_cvxp_26_15,cvxps_size,11.860611,cutoff-w-sep-10,0.425780872,0.03589873,0.3254519,cutoff-w-sep-16,1.110413278,0.093621929,0.5361288,cutoff-w-sep-22,1.316811068,0.111023881,0.7304681,cutoff-w-sep-28,1.604025212,0.135239678,0.925348
ret_cvxp_26_2,cvxps_size,6.380706,cutoff-w-sep-10,0.790279196,0.123854507,0.2676232,cutoff-w-sep-16,0.768363072,0.120419758,0.4372754,cutoff-w-sep-22,0.906028799,0.141995071,0.5875182,cutoff-w-sep-28,0.813981078,0.127569125,0.7934905
ret_cvxp_26_21,cvxps_size,18.6049255,cutoff-w-sep-10,0.685542867,0.036847386,0.3181589,cutoff-w-sep-16,2.126225069,0.114282912,0.5132897,cutoff-w-sep-22,1.997807222,0.107380555,0.7073099,cutoff-w-sep-28,1.823286131,0.098000184,0.8638214
ret_cvxp_26_22,cvxps_size,19.69094,cutoff-w-sep-10,1.639168609,0.083244813,0.386177,cutoff-w-sep-16,2.35321271,0.119507383,0.6129235,cutoff-w-sep-22,2.199995383,0.111726275,0.8451691,cutoff-w-sep-28,3.001347681,0.152422773,1.0209103
ret_cvxp_26_23,cvxps_size,19.1889385,cutoff-w-sep-10,2.174756868,0.113333881,0.2766118,cutoff-w-sep-16,1.953550184,0.101806058,0.4416785,cutoff-w-sep-22,2.556976813,0.133252645,0.5712737,cutoff-w-sep-28,2.336101773,0.121742105,0.7471939
ret_cvxp_26_24,cvxps_size,16.9044595,cutoff-w-sep-10,1.145585915,0.067768266,0.2686783,cutoff-w-sep-16,2.046159041,0.121042559,0.4764574,cutoff-w-sep-22,1.807724972,0.106937756,0.6357607,cutoff-w-sep-28,1.777142824,0.105128639,0.7769347
ret_cvxp_26_25,cvxps_size,16.098321,cutoff-w-sep-10,0.987558616,0.061345442,0.2595935,cutoff-w-sep-16,1.541862541,0.095777848,0.4276361,cutoff-w-sep-22,1.53121545,0.095116469,0.5868662,cutoff-w-sep-28,1.532198258,0.095177519,0.7426751
ret_cvxp_26_3,cvxps_size,6.8193765,cutoff-w-sep-10,0.458531347,0.067239483,0.3155764,cutoff-w-sep-16,0.617052612,0.090485195,0.5082222,cutoff-w-sep-22,0.707892318,0.103806018,0.664636,cutoff-w-sep-28,0.554002684,0.081239492,0.8437718
ret_cvxp_26_4,cvxps_size,6.1733465,cutoff-w-sep-10,0.492750084,0.079818958,0.3278639,cutoff-w-sep-16,0.599190057,0.097060817,0.5249558,cutoff-w-sep-22,0.664393845,0.107622963,0.7292898,cutoff-w-sep-28,0.77172702,0.12500951,0.868623
ret_cvxp_26_5,cvxps_size,7.100454,cutoff-w-sep-10,0.654079292,0.092117954,0.3922995,cutoff-w-sep-16,0.833093856,0.11732966,0.5976345,cutoff-w-sep-22,0.995849004,0.140251455,0.8333938,cutoff-w-sep-28,1.178566207,0.165984627,1.0406068
ret_cvxp_28_1,cvxps_size,6.3382055,cutoff-w-sep-10,0.69931022,0.110332526,0.3671327,cutoff-w-sep-16,0.671361724,0.105922997,0.5648052,cutoff-w-sep-22,0.847571759,0.133724247,0.7808045,cutoff-w-sep-28,0.976553319,0.154074102,1.0089396
ret_cvxp_28_11,cvxps_size,11.7936775,cutoff-w-sep-10,0.797127183,0.067589366,0.3359053,cutoff-w-sep-16,0.862646649,0.07314484,0.5068841,cutoff-w-sep-22,1.1791925,0.09998514,0.7113095,cutoff-w-sep-28,1.200979696,0.101832503,0.9030924
ret_cvxp_28_12,cvxps_size,11.7229355,cutoff-w-sep-10,1.233726872,0.105240438,0.3867796,cutoff-w-sep-16,1.350303331,0.115184745,0.6185026,cutoff-w-sep-22,1.618900694,0.13809687,0.8325735,cutoff-w-sep-28,1.838558708,0.156834328,1.0871763
ret_cvxp_28_13,cvxps_size,12.250397,cutoff-w-sep-10,1.045805922,0.085369145,0.3537575,cutoff-w-sep-16,1.421526433,0.116039213,0.5856706,cutoff-w-sep-22,1.3974379,0.114072866,0.7958915,cutoff-w-sep-28,1.531667083,0.125029996,0.9863623
ret_cvxp_28_14,cvxps_size,11.0238,cutoff-w-sep-10,1.025248011,0.09300314,0.2366986,cutoff-w-sep-16,0.96131093,0.087203227,0.4060522,cutoff-w-sep-22,1.093372408,0.099182896,0.5247757,cutoff-w-sep-28,1.067282214,0.096816181,0.6933924
ret_cvxp_28_15,cvxps_size,12.8945675,cutoff-w-sep-10,1.115978177,0.086546383,0.2930982,cutoff-w-sep-16,1.151966624,0.08933736,0.4838765,cutoff-w-sep-22,1.371428878,0.106357106,0.6422154,cutoff-w-sep-28,1.721391293,0.133497404,0.8456988
ret_cvxp_28_2,cvxps_size,6.777903,cutoff-w-sep-10,0.352376243,0.051988977,0.37584,cutoff-w-sep-16,0.810544902,0.119586383,0.6142614,cutoff-w-sep-22,0.834248767,0.12308361,0.8420207,cutoff-w-sep-28,0.976153782,0.144020028,1.0591285
ret_cvxp_28_21,cvxps_size,20.387806,cutoff-w-sep-10,2.114289226,0.103703617,0.349621,cutoff-w-sep-16,2.141608223,0.105043585,0.5396943,cutoff-w-sep-22,2.510666081,0.123145476,0.755857,cutoff-w-sep-28,2.386138384,0.117037526,0.9728234
ret_cvxp_28_22,cvxps_size,17.9098055,cutoff-w-sep-10,1.399416494,0.07813689,0.3266665,cutoff-w-sep-16,2.142497246,0.119627053,0.5198385,cutoff-w-sep-22,1.999838283,0.111661642,0.699732,cutoff-w-sep-28,2.369636792,0.132309465,0.9013106
ret_cvxp_28_23,cvxps_size,19.0081795,cutoff-w-sep-10,1.710287645,0.089976404,0.283204,cutoff-w-sep-16,1.854897332,0.097584165,0.4941284,cutoff-w-sep-22,2.301240693,0.121065812,0.6520758,cutoff-w-sep-28,2.241797769,0.117938584,0.8378298
ret_cvxp_28_24,cvxps_size,18.329711,cutoff-w-sep-10,1.134657834,0.061902658,0.3281694,cutoff-w-sep-16,1.920652383,0.104783561,0.5247332,cutoff-w-sep-22,2.095714805,0.114334307,0.7152189,cutoff-w-sep-28,2.336709828,0.127482088,0.9220611
ret_cvxp_28_25,cvxps_size,18.299377,cutoff-w-sep-10,1.80404743,0.098585183,0.2390074,cutoff-w-sep-16,2.119098279,0.115801662,0.4165465,cutoff-w-sep-22,2.033366579,0.111116711,0.5501908,cutoff-w-sep-28,2.16625948,0.118378865,0.6859203
ret_cvxp_28_3,cvxps_size,6.5434375,cutoff-w-sep-10,0.492280562,0.075232714,0.3280622,cutoff-w-sep-16,0.652732185,0.099753713,0.5000837,cutoff-w-sep-22,0.727182986,0.111131647,0.7024057,cutoff-w-sep-28,0.765578997,0.116999512,0.8837888
ret_cvxp_28_4,cvxps_size,6.925611,cutoff-w-sep-10,0.82125698,0.118582603,0.2912507,cutoff-w-sep-16,0.962827717,0.139024227,0.4777553,cutoff-w-sep-22,1.04967733,0.151564581,0.6330478,cutoff-w-sep-28,1.068455625,0.154276009,0.8219161
ret_cvxp_28_5,cvxps_size,7.146753,cutoff-w-sep-10,0.413241008,0.057822204,0.2500433,cutoff-w-sep-16,0.601401798,0.084150354,0.4438441,cutoff-w-sep-22,0.662411508,0.092687058,0.5932242,cutoff-w-sep-28,0.789990226,0.110538342,0.7349683
ret_cvxp_30_1,cvxps_size,7.5158195,cutoff-w-sep-10,0.924272548,0.122976949,0.3865511,cutoff-w-sep-16,1.008520655,0.134186386,0.651336,cutoff-w-sep-22,1.385686282,0.184369287,0.8564316,cutoff-w-sep-28,1.491899591,0.198501253,1.1143702
ret_cvxp_30_11,cvxps_size,12.7991975,cutoff-w-sep-10,1.180182631,0.092207549,0.3695739,cutoff-w-sep-16,1.315329384,0.102766551,0.5748251,cutoff-w-sep-22,1.521762336,0.118895137,0.8109503,cutoff-w-sep-28,1.625721376,0.127017446,1.0002588
ret_cvxp_30_12,cvxps_size,13.0470565,cutoff-w-sep-10,0.965874928,0.074030102,0.3893872,cutoff-w-sep-16,1.567405173,0.120134773,0.611035,cutoff-w-sep-22,1.529996184,0.117267537,0.8460971,cutoff-w-sep-28,1.601199007,0.122724923,1.0488445
ret_cvxp_30_13,cvxps_size,12.20413,cutoff-w-sep-10,1.387668109,0.113704796,0.3381036,cutoff-w-sep-16,1.468204785,0.120303929,0.5121452,cutoff-w-sep-22,1.749729917,0.14337195,0.6997278,cutoff-w-sep-28,2.059690148,0.168769929,0.9058762
ret_cvxp_30_14,cvxps_size,13.672976,cutoff-w-sep-10,1.168765553,0.085479968,0.4266055,cutoff-w-sep-16,1.255039535,0.091789786,0.649914,cutoff-w-sep-22,1.342475457,0.098184584,0.9230649,cutoff-w-sep-28,1.313136493,0.096038821,1.1428076
ret_cvxp_30_15,cvxps_size,13.2290005,cutoff-w-sep-10,1.014806184,0.076710722,0.3901751,cutoff-w-sep-16,1.273927956,0.096298126,0.62834,cutoff-w-sep-22,1.350860196,0.102113549,0.8790973,cutoff-w-sep-28,1.570816464,0.118740374,1.0901097
ret_cvxp_30_2,cvxps_size,7.1194455,cutoff-w-sep-10,0.533834,0.074982525,0.3195516,cutoff-w-sep-16,0.592952008,0.083286263,0.514826,cutoff-w-sep-22,0.818470294,0.114962646,0.7074272,cutoff-w-sep-28,0.769500609,0.108084346,0.9097918
ret_cvxp_30_21,cvxps_size,19.939668,cutoff-w-sep-10,1.259934834,0.063187353,0.3470629,cutoff-w-sep-16,2.477420135,0.124245807,0.4947787,cutoff-w-sep-22,2.996120791,0.150259312,0.7452897,cutoff-w-sep-28,3.250491463,0.163016328,0.9204872
ret_cvxp_30_22,cvxps_size,20.1218895,cutoff-w-sep-10,2.026699047,0.10072111,0.3936754,cutoff-w-sep-16,1.920796959,0.095458081,0.6226434,cutoff-w-sep-22,2.182865629,0.10848214,0.8720158,cutoff-w-sep-28,2.198984932,0.109283223,1.0576485
ret_cvxp_30_23,cvxps_size,21.126105,cutoff-w-sep-10,1.914688617,0.090631407,0.3901736,cutoff-w-sep-16,2.427966959,0.114927336,0.6425093,cutoff-w-sep-22,2.880133099,0.13633053,0.8586163,cutoff-w-sep-28,3.55156533,0.168112642,1.1320071
ret_cvxp_30_24,cvxps_size,18.9599565,cutoff-w-sep-10,2.057615592,0.108524278,0.3610816,cutoff-w-sep-16,2.228534117,0.117538989,0.5713279,cutoff-w-sep-22,2.393873698,0.126259451,0.8117275,cutoff-w-sep-28,2.513060207,0.132545674,1.0530252
ret_cvxp_30_25,cvxps_size,20.174116,cutoff-w-sep-10,1.574449791,0.078043062,0.3517772,cutoff-w-sep-16,1.94557258,0.09643905,0.5288499,cutoff-w-sep-22,1.805424667,0.089492133,0.7569031,cutoff-w-sep-28,2.144245706,0.106286972,0.9213778
ret_cvxp_30_3,cvxps_size,8.1312445,cutoff-w-sep-10,0.426089319,0.052401489,0.3744337,cutoff-w-sep-16,0.52362003,0.06439605,0.5967374,cutoff-w-sep-22,0.523296008,0.064356201,0.784124,cutoff-w-sep-28,0.562664717,0.06919786,0.9826465
ret_cvxp_30_4,cvxps_size,7.4244315,cutoff-w-sep-10,0.369955205,0.049829432,0.3411491,cutoff-w-sep-16,0.532000379,0.071655369,0.5951873,cutoff-w-sep-22,0.924328685,0.124498244,0.8048335,cutoff-w-sep-28,0.763561974,0.102844504,1.0574975
ret_cvxp_30_5,cvxps_size,7.552956,cutoff-w-sep-10,0.662945548,0.087772992,0.3850886,cutoff-w-sep-16,0.752467392,0.09962555,0.6149442,cutoff-w-sep-22,0.781340203,0.103448266,0.8572084,cutoff-w-sep-28,0.904251276,0.119721507,1.098575
ret_cvxp_6_1,cvxps_size,1.3259385,cutoff-w-sep-10,0.52766981,0.397959491,0.0679694,cutoff-w-sep-16,0.516669949,0.389663585,0.0993252,cutoff-w-sep-22,0.546434279,0.41211133,0.1376312,cutoff-w-sep-28,0.541581399,0.408451372,0.1604884
ret_cvxp_6_11,cvxps_size,2.6414605,cutoff-w-sep-10,1.210641426,0.458322745,0.0757636,cutoff-w-sep-16,1.21553126,0.46017393,0.1286336,cutoff-w-sep-22,1.273665954,0.482182472,0.1733713,cutoff-w-sep-28,1.276110871,0.483108065,0.2168511
ret_cvxp_6_12,cvxps_size,2.1089315,cutoff-w-sep-10,0.681958461,0.323366814,0.1121591,cutoff-w-sep-16,0.887146418,0.420661562,0.1936771,cutoff-w-sep-22,0.915103445,0.43391805,0.2376542,cutoff-w-sep-28,0.937083083,0.444340218,0.2884584
ret_cvxp_6_13,cvxps_size,2.770187,cutoff-w-sep-10,0.836008129,0.301787616,0.1059128,cutoff-w-sep-16,1.009979302,0.364588853,0.1705919,cutoff-w-sep-22,1.34567885,0.485771845,0.2296999,cutoff-w-sep-28,1.370678847,0.494796505,0.2985459
ret_cvxp_6_14,cvxps_size,2.8573385,cutoff-w-sep-10,0.652520869,0.228366667,0.0582405,cutoff-w-sep-16,0.828121993,0.289822852,0.0973973,cutoff-w-sep-22,1.146785595,0.401347476,0.1306509,cutoff-w-sep-28,1.523534714,0.533200639,0.1643238
ret_cvxp_6_15,cvxps_size,2.8922375,cutoff-w-sep-10,0.602055719,0.208162614,0.069655,cutoff-w-sep-16,0.767036792,0.265205327,0.118876,cutoff-w-sep-22,0.853005007,0.294929101,0.1390311,cutoff-w-sep-28,1.080584295,0.373615339,0.185553
ret_cvxp_6_2,cvxps_size,1.367573,cutoff-w-sep-10,0.553599993,0.404804711,0.0858537,cutoff-w-sep-16,0.557168728,0.40741425,0.1254283,cutoff-w-sep-22,0.666238187,0.487168281,0.1824309,cutoff-w-sep-28,0.647836898,0.473712846,0.2248297
ret_cvxp_6_21,cvxps_size,4.116949,cutoff-w-sep-10,1.282358402,0.311482703,0.0859671,cutoff-w-sep-16,1.52530589,0.37049424,0.1428627,cutoff-w-sep-22,2.130896944,0.51759129,0.2043169,cutoff-w-sep-28,2.094158543,0.508667594,0.2646378
ret_cvxp_6_22,cvxps_size,4.5145365,cutoff-w-sep-10,1.363987947,0.302132444,0.0630161,cutoff-w-sep-16,1.64227026,0.363773836,0.1042663,cutoff-w-sep-22,1.841878252,0.40798834,0.1424401,cutoff-w-sep-28,2.357682088,0.522242336,0.1894586
ret_cvxp_6_23,cvxps_size,3.8621175,cutoff-w-sep-10,0.841019027,0.217761118,0.0868686,cutoff-w-sep-16,1.093725684,0.28319327,0.1323977,cutoff-w-sep-22,1.068693421,0.276711783,0.1932478,cutoff-w-sep-28,1.491316047,0.386139481,0.2428937
ret_cvxp_6_24,cvxps_size,4.143735,cutoff-w-sep-10,1.613013129,0.389265513,0.0850569,cutoff-w-sep-16,1.74751995,0.421725798,0.1313302,cutoff-w-sep-22,1.851797088,0.446890809,0.1811249,cutoff-w-sep-28,1.929203398,0.465571133,0.2345439
ret_cvxp_6_25,cvxps_size,3.9623855,cutoff-w-sep-10,0.768629807,0.193981582,0.0541146,cutoff-w-sep-16,1.225782447,0.309354667,0.0873014,cutoff-w-sep-22,1.571761699,0.396670566,0.1316744,cutoff-w-sep-28,1.671530231,0.421849472,0.1779344
ret_cvxp_6_3,cvxps_size,1.492897,cutoff-w-sep-10,0.557132683,0.373188963,0.0625148,cutoff-w-sep-16,0.601087453,0.402631563,0.1025744,cutoff-w-sep-22,0.595343817,0.398784254,0.1375529,cutoff-w-sep-28,0.710854717,0.476157911,0.1921941
ret_cvxp_6_4,cvxps_size,1.4995065,cutoff-w-sep-10,0.589252455,0.392964255,0.0805762,cutoff-w-sep-16,0.631537147,0.421163327,0.1220317,cutoff-w-sep-22,0.650669764,0.433922603,0.1673271,cutoff-w-sep-28,0.688291885,0.459012272,0.2106121
ret_cvxp_6_5,cvxps_size,1.6315175,cutoff-w-sep-10,0.401579756,0.246138798,0.0789416,cutoff-w-sep-16,0.588745552,0.360857638,0.1232527,cutoff-w-sep-22,0.612290083,0.375288701,0.1707506,cutoff-w-sep-28,0.722473198,0.442822831,0.2147589
ret_cvxp_8_1,cvxps_size,2.0234455,cutoff-w-sep-10,0.504653677,0.249403148,0.1091307,cutoff-w-sep-16,0.521342791,0.257651017,0.1758819,cutoff-w-sep-22,0.709461929,0.350620725,0.2376427,cutoff-w-sep-28,0.704573904,0.348205031,0.3078407
ret_cvxp_8_11,cvxps_size,3.629473,cutoff-w-sep-10,0.542918435,0.149586024,0.0822254,cutoff-w-sep-16,0.72250004,0.199064724,0.1419382,cutoff-w-sep-22,0.826724612,0.227780896,0.1844184,cutoff-w-sep-28,0.786959286,0.21682467,0.2474607
ret_cvxp_8_12,cvxps_size,2.919444,cutoff-w-sep-10,0.798154425,0.273392613,0.1148767,cutoff-w-sep-16,0.864088104,0.295976941,0.1733722,cutoff-w-sep-22,0.990601873,0.339311826,0.2627967,cutoff-w-sep-28,0.913115712,0.312770415,0.305738
ret_cvxp_8_13,cvxps_size,4.012184,cutoff-w-sep-10,1.007319756,0.251065194,0.1265499,cutoff-w-sep-16,1.501980838,0.374354924,0.1977119,cutoff-w-sep-22,1.304961747,0.325249726,0.283114,cutoff-w-sep-28,1.770990297,0.44140306,0.343114
