nb_cvpx,index,cvxps_size,cutoff-w-sep-10,time_sep10,cutoff-w-sep-16,time_sep16,cutoff-w-sep-22,time_sep22,cutoff-w-sep-28,time_sep28
14,22,8.665078,1.349427442,0.1730043,1.517113976,0.2700204,1.742592477,0.3573182,1.916118096,0.4566073
14,23,8.698894,1.492591611,0.1433278,1.213633461,0.2382843,2.562382574,0.3321537,2.42139887,0.4454836
14,24,9.503803,2.412091637,0.220397,2.791903198,0.3530557,3.132484645,0.4736201,3.211745489,0.5969478
14,25,10.3811315,1.368537705,0.1889025,1.907026114,0.3107057,1.9034817,0.4152563,1.912014549,0.5525684
16,1,4.0400775,0.302665157,0.1420912,0.365503674,0.2547538,0.401210571,0.3368218,0.422156743,0.445261
16,2,3.576911,0.493010138,0.1898565,0.695056123,0.3150856,0.722553506,0.4435758,0.803850116,0.568245
16,3,3.804805,0.544699125,0.1862384,0.673276787,0.32373,0.717999452,0.4187405,0.764442219,0.5677767
16,4,3.83811,0.575068955,0.2122609,0.733591364,0.3239539,0.793802665,0.4611289,0.845169369,0.5735649
16,5,3.903183,0.579816542,0.2294086,0.808413309,0.3423039,0.881352856,0.4890402,0.840258293,0.6126418
16,11,5.909924,0.588861682,0.2155628,0.81424652,0.331542,0.845923016,0.4646028,0.928836609,0.5865141
16,12,6.489136,0.898814343,0.1408838,0.682755951,0.237257,1.012702265,0.3332517,0.928393766,0.4200275
16,13,7.41841,1.181487294,0.2106859,1.097031844,0.3114731,1.526717467,0.4422855,1.787936692,0.5568351
16,14,7.6445395,0.94443515,0.1922613,1.600507669,0.3197361,1.534215952,0.4156419,1.704825227,0.5264986
16,15,7.069676,0.750139651,0.2011412,1.058038041,0.341357,1.099888307,0.4528001,1.090392869,0.5983944
16,21,11.33799,1.933282835,0.2133031,2.024880581,0.3216978,2.148856285,0.4468472,2.179556628,0.5665529
16,22,10.8749965,0.79112818,0.1943554,1.262739613,0.3244233,2.099980911,0.4600263,2.297533701,0.5670673
16,23,12.206533,1.357093268,0.1726847,1.500208226,0.2991523,1.52580233,0.3981621,1.56881254,0.5049777
16,24,11.391483,1.185884667,0.1363088,1.258219556,0.2327615,1.840860677,0.315004,1.780977803,0.3952815
16,25,10.7605235,1.566003862,0.225158,1.999292592,0.3741843,2.00714632,0.4978449,2.304995276,0.6500283
18,1,4.3090515,0.4882034,0.2076219,0.769643509,0.3352599,0.806391589,0.4472535,0.821592601,0.5811117
18,2,4.7827285,0.540103424,0.2492914,0.72751,0.4004354,0.759374938,0.5493317,0.932231314,0.7059602
18,3,4.1975075,0.41141682,0.2230344,0.844811035,0.3634637,0.747984915,0.4872195,0.875202632,0.6155439
18,4,4.3894895,0.370677964,0.1693115,0.63891298,0.2742212,0.61908071,0.3731802,0.679433588,0.4770522
18,5,4.529712,0.45308037,0.1849527,0.678745319,0.3064593,0.780564411,0.4233759,0.801278324,0.5281524
18,11,7.24966,0.693489053,0.1907053,1.012732897,0.3549152,1.174492942,0.4831188,1.338022468,0.6276531
18,12,8.1751475,1.598618242,0.2531453,1.539888801,0.4081508,1.958748894,0.5365608,1.696404914,0.6860176
18,13,7.8336315,0.630693988,0.1967458,0.775915149,0.3043853,0.856687058,0.4335895,0.902121256,0.5531951
18,14,7.705729,0.695310853,0.2051841,1.100483709,0.3219808,1.212720869,0.4606079,1.255344659,0.5770128
18,15,7.353367,0.782599169,0.2119775,0.772931056,0.3462946,1.077303951,0.4423185,1.001685501,0.5712434
18,21,12.652868,1.259747721,0.1807293,1.350425576,0.2611128,1.521889156,0.3701142,1.833491239,0.5026732
18,22,13.3687735,1.861544047,0.1960597,2.136955097,0.308646,2.389051721,0.4326881,2.450421305,0.5611023
18,23,11.8949815,1.550584211,0.2726555,2.80175786,0.4327745,2.248319005,0.6105834,2.874959597,0.7801412
18,24,12.8111945,1.359809739,0.217495,1.572259862,0.3528647,1.632384214,0.4937521,1.710884373,0.5928591
18,25,11.4662045,1.305135117,0.2380694,1.828870723,0.3716696,1.755302511,0.4951354,2.099146321,0.6327136
20,1,4.9860695,0.447249818,0.2833699,0.408757666,0.4527363,0.558377789,0.6229387,0.557572514,0.7875062
20,2,5.033903,0.563162356,0.2296106,0.676374577,0.3441681,0.69827623,0.4954853,0.728391003,0.6276028
20,3,5.021404,0.782016576,0.2561909,0.850318174,0.3872918,0.999700379,0.50906,0.991621695,0.6328815
20,4,4.865169,0.529353066,0.2233748,0.607897194,0.3539151,0.856490138,0.5018684,0.738752023,0.6491089
20,5,4.602721,0.289423463,0.1404721,0.369743381,0.2330749,0.367629699,0.2961585,0.50954835,0.3824227
20,11,8.819459,0.929113142,0.2304437,1.096321134,0.3613844,1.203314825,0.5000663,1.573503284,0.6270661
20,12,8.9969115,0.799557184,0.167347,1.246972756,0.2852435,1.215430444,0.3642145,1.223194705,0.5035172
20,13,9.5056745,1.379028514,0.2545064,1.359498231,0.4163255,1.636891761,0.5603586,1.905552239,0.7128104
20,14,9.1350445,0.687672146,0.2011109,1.102417174,0.3380036,1.335837875,0.4589414,1.356242289,0.6105176
20,15,8.945166,1.032924903,0.2870102,1.308235743,0.4555546,1.424032391,0.6273757,1.604073458,0.791919
20,21,12.1094865,1.01281646,0.2250614,1.23660438,0.3428311,1.525445185,0.5039911,1.498314834,0.6098235
20,22,13.740094,1.334831526,0.2281827,1.221267086,0.3788553,1.446598543,0.5152133,1.611634636,0.6347622
20,23,14.5796265,2.100736801,0.2256353,2.795343698,0.3764341,3.129480483,0.5102568,3.27091312,0.6525622
20,24,13.631519,1.63472465,0.2293216,2.030220439,0.3678376,2.201401276,0.4986176,2.071052565,0.6842674
20,25,13.6296535,1.495208501,0.1995204,2.100752916,0.3557499,2.466024379,0.487984,2.874612158,0.6450759
22,1,6.359894,0.866668613,0.3298141,0.938273314,0.5227118,0.981627723,0.7221351,1.024143014,0.9102035
22,2,5.5296005,1.077504244,0.2693971,0.867407805,0.4594655,1.223693534,0.6122761,1.171676088,0.8239869
22,3,5.8153025,0.644403065,0.2046025,0.70325,0.3436776,0.726701377,0.4816472,0.833616352,0.6035667
22,4,5.234844,0.393793896,0.2860128,0.735599826,0.4483647,0.824337905,0.6403907,0.807755537,0.7805611
22,5,5.8150725,0.559719424,0.2174195,0.567693368,0.3365375,0.7427343,0.475101,0.687816976,0.5794466
22,11,8.412232,0.911765796,0.2611115,1.204474749,0.4346448,1.337189557,0.5692197,1.53467187,0.7546453
22,12,10.035751,0.890322669,0.2689518,1.337721799,0.4310471,1.425155641,0.5867163,1.63055324,0.7376253
22,13,8.66633,1.119483017,0.326986,1.219152685,0.5235888,1.33155327,0.7087787,1.371756161,0.9057424
22,14,9.524121,1.099515635,0.2853168,1.143539972,0.408557,1.477469256,0.5802374,1.523210855,0.7096566
22,15,10.1788425,0.947823591,0.2510482,1.172716279,0.4205447,1.281457495,0.5565782,1.383822443,0.7198574
22,21,14.788911,1.267162698,0.2830382,1.954621242,0.4548779,2.373344677,0.6381834,2.741011334,0.8133302
22,22,15.3983905,1.882537437,0.2728563,1.797540749,0.4478249,2.771481605,0.5944619,3.150609415,0.7719111
22,23,14.255338,1.83450953,0.2420486,1.912197945,0.4251308,2.244523036,0.5849476,2.654536541,0.752212
22,24,16.04301,1.826969385,0.2999393,2.825315162,0.4899096,2.683880021,0.6482845,2.991988431,0.7968239
22,25,14.9116245,2.110527428,0.265289,2.720349045,0.3904774,2.716718172,0.5832144,2.860962853,0.7301117
24,1,5.76614,0.369084152,0.2622878,0.407830153,0.4300416,0.449140228,0.5649328,0.584323886,0.7658709
24,2,6.276954,0.747153575,0.3184734,0.737173173,0.4936934,0.856938002,0.6966061,0.748530182,0.8595354
24,3,5.744651,0.560745838,0.3137778,1.011791324,0.5130315,0.837395894,0.7317242,0.960994932,0.9385452
24,4,5.6625,0.428992819,0.3521297,0.563634722,0.5471012,0.626377549,0.7431279,0.649493327,0.9536917
24,5,5.8142695,0.713958809,0.2422344,0.643812659,0.365896,0.903299664,0.4984359,0.814071611,0.6498285
24,11,10.653217,0.903423991,0.2576193,1.129149461,0.4096297,1.168829806,0.5576442,1.354178785,0.7023697
24,12,11.1970415,0.948509073,0.3202589,1.307597463,0.5301823,1.624522152,0.7014099,1.457086954,0.8819797
24,13,10.309171,1.534676992,0.3422615,1.282321459,0.5330677,1.821734881,0.7619674,1.909462437,0.9565834
24,14,10.3582875,1.056051391,0.3201216,1.414723015,0.5004348,1.492396056,0.699628,1.673744992,0.8925992
24,15,10.7897005,1.449561675,0.3179606,1.708752935,0.506168,1.859365999,0.7104605,2.014823758,0.8897731
24,21,17.3575975,1.534233658,0.2493333,2.134940699,0.4092314,2.598134441,0.5909949,2.580286609,0.7070672
24,22,17.7675605,1.89301595,0.2524395,2.504992566,0.4105747,3.190025802,0.5503779,2.657901771,0.6917126
24,23,16.9722345,1.373164058,0.2467552,1.399937134,0.4032904,1.607858317,0.5468123,1.667299459,0.7182433
24,24,15.134123,1.338730491,0.2620688,1.871592028,0.4122181,1.939805646,0.5810054,2.407818362,0.7258868
24,25,16.857165,1.546422577,0.3604412,2.335073804,0.5872032,2.407242504,0.8117748,2.608135183,1.0018266
26,1,6.227889,0.589418184,0.3474724,0.620750892,0.558913,0.653597257,0.7311708,0.647391261,0.9149987
26,2,6.380706,0.790279196,0.2676232,0.768363072,0.4372754,0.906028799,0.5875182,0.813981078,0.7934905
26,3,6.8193765,0.458531347,0.3155764,0.617052612,0.5082222,0.707892318,0.664636,0.554002684,0.8437718
26,4,6.1733465,0.492750084,0.3278639,0.599190057,0.5249558,0.664393845,0.7292898,0.77172702,0.868623
26,5,7.100454,0.654079292,0.3922995,0.833093856,0.5976345,0.995849004,0.8333938,1.178566207,1.0406068
26,11,11.0945675,0.985628798,0.2709984,1.30366344,0.4371242,1.47609716,0.6210852,1.429762929,0.7893706
26,12,11.500147,0.912065151,0.2404215,1.218479102,0.3845598,1.328937899,0.5647839,1.492129851,0.7138758
26,13,12.160335,1.430517382,0.3052853,1.701692175,0.4447747,1.654151428,0.6715688,1.899852674,0.7831562
26,14,10.4088745,0.864374011,0.2576036,1.189439032,0.4577547,1.24047107,0.6273986,1.267647895,0.8036076
26,15,11.860611,0.425780872,0.3254519,1.110413278,0.5361288,1.316811068,0.7304681,1.604025212,0.925348
26,21,18.6049255,0.685542867,0.3181589,2.126225069,0.5132897,1.997807222,0.7073099,1.823286131,0.8638214
26,22,19.69094,1.639168609,0.386177,2.35321271,0.6129235,2.199995383,0.8451691,3.001347681,1.0209103
26,23,19.1889385,2.174756868,0.2766118,1.953550184,0.4416785,2.556976813,0.5712737,2.336101773,0.7471939
26,24,16.9044595,1.145585915,0.2686783,2.046159041,0.4764574,1.807724972,0.6357607,1.777142824,0.7769347
26,25,16.098321,0.987558616,0.2595935,1.541862541,0.4276361,1.53121545,0.5868662,1.532198258,0.7426751
